@relation activity_recognition_labeled

@attribute "UNIQUE_ID" numeric
@attribute "user" {"33" , "17", "29", "13" , "20" , "27" , "6" , "15" , "32" , "36"} 
@attribute "X0" numeric
@attribute "X1" numeric
@attribute "X2" numeric
@attribute "X3" numeric
@attribute "X4" numeric
@attribute "X5" numeric
@attribute "X6" numeric
@attribute "X7" numeric
@attribute "X8" numeric
@attribute "X9" numeric
@attribute "Y0" numeric
@attribute "Y1" numeric
@attribute "Y2" numeric
@attribute "Y3" numeric
@attribute "Y4" numeric
@attribute "Y5" numeric
@attribute "Y6" numeric
@attribute "Y7" numeric
@attribute "Y8" numeric
@attribute "Y9" numeric
@attribute "Z0" numeric
@attribute "Z1" numeric
@attribute "Z2" numeric
@attribute "Z3" numeric
@attribute "Z4" numeric
@attribute "Z5" numeric
@attribute "Z6" numeric
@attribute "Z7" numeric
@attribute "Z8" numeric
@attribute "Z9" numeric
@attribute "XAVG" numeric
@attribute "YAVG" numeric
@attribute "ZAVG" numeric
@attribute "XPEAK" numeric
@attribute "YPEAK" numeric
@attribute "ZPEAK" numeric
@attribute "XABSOLDEV" numeric
@attribute "YABSOLDEV" numeric
@attribute "ZABSOLDEV" numeric
@attribute "XSTANDDEV" numeric
@attribute "YSTANDDEV" numeric
@attribute "ZSTANDDEV" numeric
@attribute "RESULTANT" numeric
@attribute class{ "Walking" , "Jogging" , "Upstairs" , "Downstairs" , "Sitting" , "Standing" }

@data
657,13,0.1,0.1,0.1,0.07,0.09,0.09,0.11,0.11,0.08,0.17,0.11,0.09,0.11,0.1,0.08,0.1,0.09,0.1,0.12,0.12,0.09,0.09,0.1,0.11,0.12,0.08,0.13,0.09,0.09,0.12,0,9.6,2.31,183.33,1325,3025,1.58,2.03,1.58,1.99,2.79,1.99,10.29,Downstairs
658,13,0.1,0.11,0.06,0.15,0.1,0.1,0.13,0.1,0.09,0.09,0.1,0.09,0.12,0.07,0.12,0.09,0.12,0.11,0.11,0.09,0.08,0.09,0.09,0.1,0.14,0.08,0.09,0.12,0.13,0.1,0,9.54,2.33,1475,1716.67,1000,1.25,1.79,1.51,1.57,2.42,1.57,10.11,Downstairs
659,13,0.14,0.1,0.15,0.09,0.07,0.09,0.08,0.08,0.13,0.1,0.1,0.09,0.11,0.07,0.12,0.12,0.09,0.13,0.09,0.09,0.08,0.09,0.14,0.07,0.11,0.12,0.11,0.11,0.09,0.1,0,9.59,2.23,2383.33,1490,2800,1.42,1.75,1.44,1.73,2.41,1.73,10.15,Downstairs
660,13,0.1,0.08,0.1,0.09,0.14,0.07,0.13,0.11,0.11,0.09,0.11,0.11,0.12,0.11,0.11,0.08,0.09,0.07,0.12,0.1,0.11,0.08,0.1,0.11,0.12,0.1,0.1,0.1,0.11,0.09,0,9.58,2.21,3425,1600,2225,1.31,1.95,1.63,1.65,2.59,1.65,10.17,Downstairs
661,13,0.1,0.1,0.11,0.09,0.09,0.12,0.13,0.07,0.09,0.11,0.09,0.1,0.08,0.12,0.08,0.12,0.11,0.1,0.11,0.1,0.09,0.17,0.1,0.1,0.06,0.11,0.08,0.09,0.09,0.13,0,9.63,2.15,1662.5,1110,2316.67,1.33,1.79,1.72,1.66,2.4,1.66,10.22,Downstairs
662,13,0.11,0.08,0.12,0.12,0.13,0.06,0.07,0.13,0.13,0.08,0.09,0.11,0.08,0.11,0.1,0.1,0.14,0.09,0.1,0.1,0.12,0.09,0.07,0.15,0.09,0.08,0.1,0.09,0.13,0.1,0,9.58,2.1,2650,3233.33,3575,1.31,1.76,1.62,1.63,2.39,1.63,10.14,Downstairs
663,13,0.06,0.08,0.1,0.12,0.11,0.13,0.12,0.07,0.1,0.06,0.08,0.1,0.09,0.1,0.1,0.13,0.1,0.08,0.08,0.1,0.13,0.08,0.08,0.11,0.06,0.14,0.1,0.09,0.11,0.07,0,8.89,1.87,1525,910,2450,1.05,1.57,1.39,1.46,2.36,1.46,9.34,Downstairs
1,15,0.42,0.1,0.11,0.13,0.13,0.11,0.01,0.01,0,0,0.1,0.06,0.06,0.09,0.09,0.11,0.15,0.14,0.14,0.02,0.11,0.13,0.07,0.11,0.08,0.09,0.06,0.15,0.12,0.09,0,8.08,-0.33,2675,428.57,2783.33,7.88,7.76,4.69,9.93,8.9,9.93,14.89,Jogging
2,15,0.39,0.14,0.1,0.18,0.14,0.07,0,0,0,0,0.07,0.07,0.08,0.18,0.12,0.08,0.19,0.08,0.06,0.03,0.08,0.09,0.11,0.08,0.1,0.11,0.13,0.11,0.09,0.12,0,6.71,0.19,1766.67,465,1975,7.11,6.82,4.39,9.29,7.8,9.29,12.77,Jogging
3,15,0.39,0.09,0.14,0.15,0.17,0.07,0,0,0,0,0.05,0.06,0.15,0.12,0.13,0.12,0.09,0.11,0.06,0.05,0.04,0.05,0.14,0.07,0.08,0.13,0.14,0.11,0.14,0.13,0,7.07,1.14,2950,486.84,1416.67,7.37,7.16,4.19,9.53,8.13,9.53,12.93,Jogging
4,15,0.44,0.09,0.13,0.14,0.14,0.05,0.03,0,0,0,0.06,0.06,0.07,0.12,0.12,0.07,0.18,0.14,0.06,0.06,0.05,0.11,0.12,0.07,0.08,0.16,0.08,0.09,0.11,0.16,0,8.19,0.86,1925,477.5,3400,7.58,7.08,4.79,9.71,8.02,9.71,14.1,Jogging
5,15,0.36,0.11,0.2,0.12,0.19,0.03,0,0,0,0,0.05,0.1,0.21,0.07,0.11,0.07,0.14,0.08,0.08,0.02,0.08,0.08,0.1,0.16,0.12,0.11,0.09,0.06,0.08,0.15,0,6.42,0.3,3525,610,2087.5,6.72,7.24,4.72,9.05,8.1,9.05,12.45,Jogging
6,15,0.34,0.1,0.22,0.17,0.14,0.04,0,0,0,0,0.03,0.1,0.21,0.07,0.07,0.11,0.12,0.13,0.04,0.04,0.12,0.06,0.12,0.1,0.09,0.11,0.11,0.09,0.13,0.09,0,7.1,-0.45,2175,620,2575,6.29,7.21,4.25,8.66,8.08,8.66,12.34,Jogging
7,15,0.22,0.14,0.2,0.19,0.16,0.04,0.03,0.02,0.01,0,0.05,0.2,0.1,0.09,0.09,0.09,0.11,0.08,0.13,0.01,0.14,0.12,0.08,0.08,0.14,0.13,0.1,0.05,0.09,0.09,0,6.47,-0.92,700,478.95,1762.5,5.89,7.53,4.36,8.2,8.46,8.2,12.29,Jogging
8,15,0,0.05,0.12,0.26,0.1,0.09,0.12,0.07,0.08,0.03,0.16,0.06,0.06,0.13,0.18,0.06,0.04,0.11,0.13,0.02,0.13,0.07,0.12,0.14,0.13,0.11,0.08,0.08,0.11,0.05,0,5.99,-1.18,461.11,540.63,1450,8.58,8.18,3.77,11.19,9.42,11.19,14.59,Jogging
9,15,0.05,0.07,0.09,0.09,0.07,0.16,0.12,0.13,0.11,0.06,0.15,0.08,0.1,0.08,0.11,0.1,0.05,0.12,0.13,0.01,0.13,0.11,0.07,0.08,0.1,0.11,0.1,0.1,0.15,0.07,0,6.35,-0.64,475,477.78,375,10.69,8.58,4.35,12.6,9.92,12.6,16.57,Jogging
10,15,0.13,0.08,0.06,0.08,0.05,0.09,0.18,0.13,0.14,0.02,0.15,0.06,0.05,0.1,0.1,0.13,0.13,0.1,0.1,0.02,0.09,0.07,0.1,0.11,0.11,0.06,0.1,0.22,0.09,0.08,0,6.27,-0.01,430.95,406.52,1900,10.97,8.47,3.99,12.73,10.14,12.73,16.82,Jogging
11,15,0.1,0.06,0.11,0.06,0.02,0.15,0.17,0.12,0.08,0.04,0.12,0.04,0.07,0.12,0.14,0.11,0.12,0.1,0.09,0.02,0.11,0.11,0.07,0.11,0.09,0.1,0.06,0.11,0.13,0.15,0,6.43,0.12,436.36,402.08,4175,10.92,8.17,4.76,12.68,9.86,12.68,16.72,Jogging
12,15,0.1,0.08,0.09,0.07,0.03,0.16,0.17,0.12,0.11,0.02,0.09,0.08,0.11,0.12,0.11,0.08,0.13,0.07,0.16,0.03,0.15,0.11,0.08,0.11,0.1,0.08,0.07,0.13,0.13,0.06,0,6.64,-1.12,442.11,466.67,1450,10.37,7.97,4.34,12.15,9.32,12.15,16.1,Jogging
13,15,0.07,0.09,0.08,0.07,0.16,0.12,0.11,0.09,0.1,0.03,0.11,0.1,0.11,0.08,0.12,0.09,0.1,0.11,0.05,0.05,0.14,0.08,0.12,0.07,0.12,0.08,0.17,0.11,0.07,0.07,0,6.42,-1.26,421.74,440.91,3025,9.7,7.98,3.88,11.83,9.19,11.83,15.52,Jogging
14,15,0.01,0.07,0.14,0.18,0.13,0.06,0.07,0.12,0.11,0.02,0.12,0.08,0.15,0.12,0.09,0.12,0.05,0.11,0.07,0.01,0.11,0.1,0.08,0.13,0.14,0.1,0.12,0.06,0.08,0.11,0,5.47,-0.55,369.23,365.38,1950,9.14,7.64,3.98,11.84,9,11.84,14.6,Jogging
15,15,0.01,0.07,0.1,0.18,0.14,0.1,0.09,0.12,0.12,0.03,0.1,0.14,0.13,0.08,0.12,0.08,0.08,0.1,0.09,0.04,0.08,0.11,0.12,0.1,0.08,0.14,0.11,0.11,0.11,0.08,0,5.81,-0.37,395.65,419.05,2650,9.34,7.63,3.75,11.8,8.71,11.8,14.26,Jogging
16,15,0.01,0.08,0.13,0.12,0.14,0.1,0.06,0.09,0.12,0.09,0.08,0.13,0.14,0.1,0.14,0.06,0.1,0.1,0.09,0.02,0.17,0.07,0.06,0.1,0.08,0.09,0.15,0.07,0.11,0.12,0,6,-0.29,513.16,469.05,3900,9.97,7.59,4.59,12.49,8.62,12.49,15.35,Jogging
17,15,0.05,0.14,0.1,0.08,0.05,0.09,0.14,0.11,0.16,0.02,0.08,0.1,0.12,0.09,0.08,0.16,0.09,0.07,0.11,0.02,0.12,0.11,0.12,0.05,0.11,0.11,0.13,0.08,0.1,0.1,0,6.78,-0.59,433.33,423.91,575,10.53,7.55,4.04,12.55,8.77,12.55,15.74,Jogging
18,15,0.05,0.09,0.07,0.07,0.11,0.1,0.14,0.14,0.11,0.02,0.06,0.13,0.08,0.1,0.07,0.14,0.11,0.1,0.09,0,0.06,0.11,0.08,0.04,0.11,0.09,0.15,0.13,0.15,0.11,0,7.7,0.55,482.5,447.5,3125,10.7,7.7,4.14,12.65,8.7,12.65,16.34,Jogging
19,15,0.05,0.09,0.15,0.06,0.04,0.15,0.13,0.15,0.09,0.04,0.1,0.08,0.07,0.1,0.14,0.09,0.08,0.15,0.1,0.04,0.13,0.1,0.09,0.09,0.07,0.09,0.13,0.13,0.06,0.14,0,7.03,-0.22,450,410.87,2575,10.21,8.1,4.45,12.25,9.38,12.25,16.12,Jogging
20,15,0.04,0.08,0.14,0.03,0.05,0.16,0.15,0.12,0.14,0.02,0.1,0.06,0.08,0.06,0.14,0.13,0.07,0.11,0.14,0.06,0.1,0.11,0.11,0.09,0.12,0.08,0.15,0.07,0.09,0.09,0,7.68,-0.98,374,388,2133.33,10.95,8.2,4.06,12.79,9.52,12.79,16.71,Jogging
21,15,0.03,0.11,0.13,0.07,0.09,0.13,0.14,0.09,0.12,0.04,0.11,0.12,0.11,0.08,0.12,0.12,0.08,0.07,0.11,0.02,0.14,0.11,0.09,0.09,0.06,0.12,0.19,0.07,0.06,0.11,0,5.96,-0.99,527.78,497.37,4050,10.16,8.01,4.11,12.32,9.36,12.32,15.51,Jogging
22,15,0.06,0.09,0.03,0.15,0.09,0.13,0.13,0.11,0.14,0.02,0.12,0.11,0.12,0.07,0.12,0.08,0.09,0.12,0.12,0.02,0.1,0.11,0.09,0.09,0.09,0.1,0.08,0.11,0.11,0.14,0,6.15,0.13,491.67,420.45,2033.33,10.06,8.14,4.7,11.99,9.32,11.99,15.64,Jogging
23,15,0.04,0.17,0.07,0.14,0.08,0.12,0.11,0.12,0.07,0.02,0.11,0.11,0.06,0.23,0.1,0.08,0.1,0.08,0.08,0.04,0.09,0.12,0.07,0.11,0.15,0.13,0.13,0.06,0.05,0.1,0,5.18,-0.62,431.82,500,2800,8.92,7.16,3.49,11.15,8.42,11.15,13.42,Jogging
24,15,0.04,0.14,0.07,0.08,0.1,0.11,0.14,0.11,0.12,0.02,0.07,0.14,0.14,0.11,0.08,0.11,0.06,0.12,0.07,0.04,0.06,0.14,0.09,0.1,0.11,0.13,0.07,0.11,0.1,0.11,0,6.51,-0.18,376.92,466.67,2250,10.3,7.8,4,12.26,8.81,12.26,15.29,Jogging
25,15,0.06,0.12,0.07,0.08,0.08,0.09,0.16,0.12,0.08,0.03,0.11,0.19,0.07,0.08,0.08,0.08,0.1,0.12,0.07,0.04,0.08,0.12,0.07,0.11,0.12,0.11,0.08,0.08,0.13,0.12,0,5.97,-0.07,418.18,513.16,3075,10.58,8.29,4.26,12.59,9.39,12.59,15.83,Jogging
26,15,0.09,0.08,0.12,0.05,0.1,0.13,0.09,0.17,0.06,0.02,0.11,0.07,0.14,0.09,0.11,0.11,0.09,0.11,0.1,0.02,0.09,0.05,0.17,0.12,0.08,0.11,0.13,0.1,0.08,0.11,0,6.28,-0.41,459.52,438.1,3950,10.33,7.74,3.89,12.32,9.03,12.32,15.51,Jogging
27,15,0.05,0.12,0.1,0.09,0.12,0.1,0.09,0.09,0.13,0.03,0.09,0.1,0.15,0.07,0.1,0.11,0.12,0.09,0.07,0.03,0.16,0.1,0.1,0.07,0.11,0.1,0.12,0.07,0.05,0.16,0,6.24,-0.78,400,484.21,2083.33,9.78,7.72,4.51,12.09,8.9,12.09,15.24,Jogging
28,15,0.04,0.12,0.1,0.12,0.07,0.09,0.16,0.13,0.06,0.02,0.08,0.12,0.1,0.15,0.16,0.09,0.09,0.05,0.06,0.04,0.14,0.11,0.05,0.11,0.07,0.14,0.11,0.12,0.09,0.09,0,5.58,-0.54,505.56,505.56,2583.33,9.81,7.15,3.99,11.97,8.62,11.97,14.54,Jogging
29,15,0.03,0.11,0.14,0.08,0.04,0.16,0.16,0.11,0.08,0.03,0.14,0.09,0.11,0.09,0.13,0.13,0.08,0.07,0.08,0.04,0.12,0.1,0.09,0.07,0.07,0.07,0.17,0.17,0.1,0.07,0,5.31,-0.49,529.41,454.76,3750,9.57,7.78,3.85,11.69,9.36,11.69,14.78,Jogging
30,15,0.07,0.14,0.07,0.06,0.08,0.13,0.12,0.14,0.11,0.04,0.13,0.09,0.05,0.11,0.11,0.18,0.13,0.08,0.06,0.01,0.08,0.09,0.15,0.09,0.05,0.13,0.11,0.15,0.13,0.05,0,5.35,-0.38,538.89,567.65,900,10.33,7.39,3.65,12.2,9.31,12.2,15.44,Jogging
31,15,0.05,0.09,0.1,0.06,0.11,0.19,0.09,0.1,0.1,0.06,0.15,0.08,0.05,0.11,0.14,0.08,0.1,0.12,0.09,0.05,0.1,0.13,0.09,0.08,0.13,0.1,0.09,0.07,0.17,0.06,0,6.14,-0.76,526.47,526.47,3625,10.14,8.36,4.09,12.2,9.81,12.2,15.81,Jogging
32,15,0.13,0.1,0.05,0.06,0.06,0.1,0.13,0.07,0.09,0.02,0.11,0.06,0.05,0.1,0.07,0.11,0.13,0.07,0.15,0.04,0.09,0.15,0.11,0.16,0.09,0.07,0.09,0.11,0.12,0.04,0,8.07,-1.31,489.47,606.67,2850,11.72,8.36,3.85,13.53,9.83,13.53,18,Jogging
33,15,0.12,0.08,0.07,0.07,0.11,0.05,0.06,0.1,0.15,0.1,0.07,0.07,0.05,0.09,0.15,0.11,0.04,0.12,0.16,0.05,0.1,0.1,0.1,0.13,0.05,0.08,0.09,0.12,0.14,0.1,0,8.63,-0.48,520,533.33,2450,11.73,8.38,4.65,13.76,9.63,13.76,18.56,Jogging
34,15,0.14,0.06,0.05,0.05,0.08,0.16,0.14,0.08,0.15,0.03,0.1,0.08,0.06,0.1,0.06,0.11,0.17,0.11,0.12,0.03,0.12,0.07,0.11,0.07,0.09,0.08,0.06,0.17,0.2,0.05,0,7.91,-0.55,507.89,507.89,1000,11.27,8.07,4.62,12.89,9.33,12.89,17.74,Jogging
35,15,0.16,0.06,0.08,0.07,0.07,0.13,0.15,0.1,0.09,0.02,0.13,0.09,0.04,0.06,0.09,0.09,0.17,0.18,0.05,0.03,0.12,0.11,0.12,0.06,0.07,0.13,0.09,0.16,0.12,0.04,0,7.23,-1.13,380,527.78,3100,10.56,8.32,4,12.3,9.92,12.3,16.92,Jogging
36,15,0.09,0.09,0.1,0.06,0.04,0.07,0.11,0.18,0.18,0.04,0.1,0.05,0.07,0.13,0.08,0.1,0.11,0.15,0.14,0.01,0.05,0.13,0.08,0.07,0.08,0.08,0.16,0.2,0.12,0.06,0,7.54,0.11,511.11,575,1300,11.68,8.29,3.66,13.51,10.01,13.51,17.78,Jogging
37,15,0.07,0.08,0.07,0.05,0.08,0.11,0.16,0.15,0.15,0.03,0.08,0.09,0.1,0.12,0.05,0.09,0.14,0.14,0.1,0.04,0.1,0.09,0.07,0.16,0.08,0.1,0.1,0.14,0.13,0.06,0,7.83,-0.81,497.37,497.37,2750,11.49,8.09,3.95,13.17,9.34,13.17,17.43,Jogging
38,15,0.07,0.08,0.07,0.1,0.07,0.11,0.16,0.12,0.16,0.02,0.11,0.08,0.07,0.06,0.07,0.15,0.17,0.08,0.13,0.01,0.06,0.09,0.08,0.09,0.08,0.13,0.1,0.21,0.12,0.08,0,6.92,0.14,395.65,488.89,1275,10.99,8.23,3.73,12.84,10.06,12.84,17.09,Jogging
39,15,0.03,0.11,0.13,0.18,0.11,0.08,0.08,0.12,0.07,0.04,0.08,0.1,0.13,0.13,0.12,0.12,0.08,0.12,0.06,0.02,0.06,0.12,0.11,0.07,0.17,0.09,0.11,0.08,0.1,0.12,0,5.71,0.09,425,494.74,2816.67,8.56,6.92,4.24,11.15,8.07,11.15,13.64,Jogging
40,15,0.1,0.09,0.09,0.06,0.1,0.1,0.1,0.08,0.13,0.06,0.08,0.08,0.15,0.08,0.06,0.12,0.13,0.07,0.15,0.04,0.11,0.12,0.11,0.08,0.11,0.07,0.07,0.12,0.1,0.11,0,6.9,-0.04,508.82,400,675,10.63,7.98,4.95,12.73,9.3,12.73,16.73,Jogging
41,15,0.06,0.07,0.13,0.16,0.12,0.07,0.07,0.15,0.09,0.05,0.19,0.09,0.12,0.1,0.12,0.05,0.09,0.08,0.1,0.02,0.14,0.06,0.1,0.12,0.11,0.08,0.12,0.05,0.11,0.13,0,4.73,-0.44,653.57,633.33,1750,9.01,8.05,4.59,11.41,9.36,11.41,14.71,Jogging
42,15,0.05,0.12,0.07,0.12,0.16,0.09,0.1,0.13,0.1,0.02,0.12,0.1,0.13,0.11,0.07,0.08,0.1,0.11,0.12,0.01,0.07,0.08,0.15,0.14,0.11,0.12,0.05,0.08,0.11,0.12,0,6.2,-0.08,445,438.1,933.33,9.42,8.1,4.35,11.63,9.11,11.63,14.91,Jogging
43,15,0.05,0.15,0.08,0.13,0.1,0.1,0.08,0.1,0.11,0.04,0.11,0.14,0.08,0.1,0.12,0.1,0.07,0.14,0.08,0.02,0.13,0.14,0.09,0.1,0.12,0.07,0.1,0.11,0.08,0.09,0,6.05,-1.14,378,470,2700,9.64,7.84,3.96,11.9,9,11.9,14.86,Jogging
44,15,0.07,0.1,0.07,0.13,0.14,0.09,0.08,0.12,0.11,0.03,0.11,0.15,0.09,0.06,0.12,0.1,0.12,0.1,0.09,0.02,0.14,0.06,0.12,0.12,0.07,0.11,0.13,0.09,0.08,0.11,0,5.87,-0.64,571.88,538.24,2416.67,9.34,7.55,4.25,11.65,8.7,11.65,14.81,Jogging
45,15,0.04,0.08,0.13,0.1,0.14,0.09,0.08,0.15,0.14,0.03,0.09,0.2,0.13,0.07,0.1,0.08,0.08,0.07,0.12,0.02,0.06,0.07,0.13,0.12,0.13,0.18,0.06,0.09,0.08,0.11,0,4.97,-0.02,596.67,626.67,2200,9.82,7.7,3.69,12.13,9.03,12.13,14.5,Jogging
46,15,0.01,0.19,0.12,0.07,0.1,0.11,0.06,0.11,0.17,0.02,0.12,0.11,0.17,0.14,0.08,0.1,0.08,0.08,0.09,0.03,0.07,0.11,0.14,0.11,0.12,0.15,0.07,0.07,0.03,0.15,0,4.66,-0.43,502.78,455,3050,9.28,7.26,3.85,11.7,8.64,11.7,13.93,Jogging
47,15,0.06,0.11,0.08,0.05,0.1,0.12,0.13,0.19,0.1,0.02,0.08,0.15,0.12,0.11,0.05,0.11,0.09,0.14,0.13,0.02,0.08,0.11,0.06,0.1,0.11,0.08,0.09,0.1,0.1,0.2,0,6.21,0.73,687.5,567.65,1125,10.58,7.74,4.85,12.41,8.82,12.41,15.89,Jogging
48,15,0.03,0.16,0.09,0.08,0.12,0.1,0.09,0.11,0.14,0.03,0.11,0.14,0.1,0.08,0.09,0.11,0.11,0.1,0.07,0.06,0.09,0.13,0.08,0.14,0.15,0.06,0.1,0.04,0.12,0.12,0,6.26,-0.34,386.96,366.67,1333.33,9.66,7.7,4.23,11.92,8.81,11.92,14.96,Jogging
49,15,0.07,0.1,0.08,0.1,0.16,0.09,0.07,0.08,0.12,0.07,0.14,0.07,0.15,0.12,0.08,0.09,0.06,0.1,0.12,0.03,0.04,0.11,0.14,0.1,0.13,0.1,0.11,0.08,0.08,0.13,0,5.79,0.12,429.55,408.7,3225,9.81,8,4.16,12.1,9.05,12.1,14.84,Jogging
50,15,0.06,0.11,0.08,0.11,0.12,0.06,0.09,0.09,0.15,0.03,0.09,0.07,0.12,0.16,0.11,0.09,0.1,0.08,0.12,0.02,0.13,0.13,0.08,0.13,0.11,0.08,0.07,0.06,0.09,0.15,0,6.41,-0.29,430.95,481.58,2750,10.35,7.44,4.81,12.61,8.5,12.61,15.54,Jogging
51,15,0.03,0.14,0.1,0.13,0.17,0.06,0.07,0.13,0.1,0.02,0.16,0.12,0.1,0.09,0.09,0.11,0.09,0.11,0.06,0.02,0.12,0.09,0.12,0.16,0.12,0.08,0.05,0.14,0.07,0.08,0,5.28,-0.98,454.76,530.56,2916.67,8.87,7.67,3.76,11.24,8.91,11.24,14.03,Jogging
52,15,0.08,0.11,0.12,0.02,0.05,0.17,0.11,0.14,0.1,0.04,0.09,0.16,0.09,0.1,0.08,0.11,0.09,0.07,0.1,0.05,0.17,0.1,0.14,0.11,0.07,0.12,0.08,0.06,0.06,0.12,0,6.21,-1.47,564.71,480,1275,10.52,8.13,4.67,12.37,9.39,12.37,16.13,Jogging
53,15,0.08,0.11,0.09,0.08,0.1,0.07,0.13,0.1,0.14,0.03,0.11,0.17,0.08,0.11,0.1,0.08,0.06,0.11,0.11,0.05,0.09,0.13,0.11,0.11,0.14,0.12,0.1,0.04,0.09,0.08,0,6.07,-0.88,372.92,370,2775,10.33,8.33,3.6,12.4,9.42,12.4,15.58,Jogging
54,15,0.03,0.03,0.02,0.02,0.02,0.04,0.04,0.03,0.04,0.01,0.03,0.09,0.01,0.02,0.03,0.02,0.02,0.03,0.02,0.04,0.01,0.02,0.08,0.02,0.04,0.03,0.01,0.03,0.03,0.04,0,1.52,-0.05,675,450,475,3.09,2.3,1.16,12.68,10.12,12.68,4.41,Jogging
55,15,0.16,0.1,0.12,0.11,0.13,0.1,0.1,0.09,0.04,0.07,0.08,0.11,0.09,0.09,0.07,0.05,0.14,0.16,0.14,0.1,0.14,0.15,0.11,0.12,0.09,0.05,0.11,0.07,0.05,0.13,0,9.61,-0.55,1366.67,845.45,2066.67,4.84,3.04,2.6,6.38,3.9,6.38,11.82,Walking
56,15,0.18,0.11,0.09,0.11,0.11,0.08,0.12,0.11,0.03,0.09,0.1,0.11,0.05,0.09,0.07,0.06,0.13,0.14,0.17,0.11,0.11,0.15,0.15,0.06,0.1,0.07,0.11,0.07,0.07,0.12,0,9.71,-0.5,1430,800,2050,5.24,3.17,2.49,6.84,4.04,6.84,12.06,Walking
57,15,0.16,0.1,0.12,0.09,0.12,0.07,0.09,0.12,0.05,0.1,0.1,0.12,0.07,0.07,0.05,0.13,0.09,0.14,0.14,0.1,0.11,0.14,0.13,0.06,0.13,0.07,0.08,0.12,0.09,0.1,0,9.54,-0.51,1575,885,1225,5.34,3.12,2.39,6.99,3.96,6.99,11.97,Walking
58,15,0.13,0.14,0.1,0.1,0.12,0.1,0.07,0.11,0.09,0.06,0.09,0.14,0.07,0.09,0.08,0.1,0.08,0.1,0.16,0.11,0.14,0.12,0.08,0.08,0.1,0.12,0.08,0.1,0.08,0.12,0,9.56,-0.43,1230,657.14,1800,5.34,3.34,2.63,7,4.2,7,12.09,Walking
59,15,0.1,0.06,0.11,0.12,0.14,0.14,0.19,0.07,0.06,0.04,0.08,0.08,0.05,0.13,0.1,0.13,0.12,0.11,0.15,0.08,0.13,0.11,0.12,0.16,0.08,0.06,0.08,0.06,0.14,0.08,0,9.48,-0.72,1370,1125,4125,5.05,2.62,2.27,6.37,3.44,6.37,11.65,Walking
60,15,0.1,0.15,0.11,0.09,0.07,0.11,0.14,0.12,0.07,0.07,0.11,0.1,0.08,0.11,0.09,0.08,0.15,0.1,0.12,0.1,0.09,0.14,0.1,0.11,0.11,0.09,0.11,0.08,0.1,0.09,0,9.28,-0.49,1940,772.73,1325,5.3,3,2.3,6.83,3.91,6.83,11.76,Walking
61,15,0.11,0.16,0.09,0.09,0.12,0.09,0.05,0.11,0.1,0.1,0.09,0.08,0.11,0.08,0.08,0.1,0.15,0.14,0.12,0.09,0.13,0.14,0.12,0.09,0.08,0.1,0.1,0.08,0.09,0.09,0,9.47,-0.62,2366.67,920,3375,5.5,2.91,2.45,7.19,3.79,7.19,12.05,Walking
62,15,0.11,0.11,0.11,0.1,0.15,0.09,0.11,0.09,0.09,0.08,0.1,0.07,0.11,0.06,0.11,0.1,0.13,0.15,0.08,0.1,0.11,0.12,0.15,0.08,0.13,0.08,0.04,0.11,0.08,0.12,0,9.3,-0.4,1391.67,759.09,1583.33,5.36,2.77,2.63,7.03,3.78,7.03,11.84,Walking
63,15,0.14,0.09,0.11,0.07,0.12,0.09,0.1,0.08,0.12,0.1,0.12,0.08,0.09,0.1,0.08,0.12,0.1,0.11,0.09,0.12,0.15,0.11,0.12,0.08,0.09,0.1,0.08,0.1,0.05,0.14,0,9.33,-0.4,1270,671.43,1133.33,5.8,3.15,2.7,7.45,4.14,7.45,12.15,Walking
64,15,0.15,0.1,0.1,0.1,0.11,0.09,0.07,0.1,0.1,0.1,0.13,0.05,0.11,0.1,0.09,0.09,0.1,0.12,0.12,0.11,0.18,0.14,0.1,0.1,0.05,0.08,0.07,0.06,0.09,0.14,0,9.42,-0.48,1630,711.54,2025,5.6,3.14,2.8,7.27,4.08,7.27,12.16,Walking
65,15,0.12,0.13,0.1,0.07,0.09,0.09,0.06,0.07,0.1,0.18,0.1,0.14,0.12,0.07,0.08,0.08,0.07,0.15,0.11,0.1,0.16,0.11,0.12,0.08,0.08,0.09,0.07,0.08,0.12,0.12,0,9.18,-0.37,1230,692.31,2000,6.09,3.16,2.87,7.86,4,7.86,12.35,Walking
66,15,0.09,0.15,0.09,0.08,0.1,0.08,0.1,0.1,0.12,0.12,0.11,0.12,0.14,0.08,0.09,0.06,0.12,0.09,0.09,0.13,0.1,0.13,0.13,0.08,0.1,0.12,0.08,0.08,0.1,0.11,0,9.25,-0.38,2075,790.91,4400,5.88,3.33,2.51,7.54,4.23,7.54,12.22,Walking
67,15,0.11,0.14,0.1,0.07,0.05,0.09,0.13,0.11,0.11,0.11,0.06,0.17,0.16,0.12,0.07,0.07,0.08,0.07,0.12,0.1,0.06,0.09,0.14,0.06,0.17,0.13,0.1,0.1,0.08,0.09,0,9.08,-0.46,1575,809.09,2116.67,5.99,3.21,2.08,7.52,4.1,7.52,11.98,Walking
